48842,14,,,,,,,,,,,,,,
A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
39,3,1.3936e+05,10,13,3,11,1,5,2,0,0,35,40,1
19,5,2.2749e+05,12,9,5,13,2,2,1,0,0,40,40,0
25,5,2.2225e+05,12,9,5,9,2,3,1,0,0,40,40,0
44,5,1.9349e+05,16,10,3,15,1,5,2,0,0,72,40,1
27,5,29261,8,12,5,4,5,5,2,0,0,40,40,0
39,5,1.7437e+05,12,9,3,2,6,5,1,0,0,40,40,1
69,5,1.082e+05,1,6,5,4,3,5,2,0,0,40,40,0
34,5,1.1062e+05,10,13,5,5,2,2,1,0,0,40,31,0
20,1,2.0168e+05,16,10,5,1,4,5,2,0,0,35,40,0
37,5,1.3028e+05,5,3,6,9,5,5,1,0,0,40,40,0
43,3,98130,10,13,1,11,4,5,1,0,0,39,40,0
62,1,2.3552e+05,12,9,3,1,1,5,2,0,0,48,40,0
34,8,5.95e+05,13,14,3,11,6,3,1,0,0,40,40,1
31,7,3.4915e+05,16,10,3,8,1,5,2,0,0,48,40,0
42,8,1.1758e+05,11,16,1,11,2,5,1,8614,0,60,40,1
26,5,1.6458e+05,12,9,1,13,5,5,1,0,0,30,40,0
39,5,3.4009e+05,16,10,6,9,5,5,1,0,0,75,40,0
25,5,49092,10,13,5,9,4,5,2,0,0,40,40,0
54,3,1.8688e+05,16,10,3,15,1,3,2,0,0,30,40,0
44,8,1.6726e+05,13,14,3,11,1,5,2,0,0,60,40,1
34,8,34104,13,14,3,11,1,5,2,7688,0,38,40,1
21,6,2.6512e+05,16,10,5,5,2,5,2,0,0,40,40,0
50,5,1.2838e+05,5,3,3,7,1,5,2,0,0,55,1,0
33,5,1.5842e+05,12,9,5,8,2,5,2,0,0,40,40,0
40,6,1.6988e+05,8,12,3,5,6,5,1,0,0,40,40,1
44,5,2.9673e+05,13,14,3,5,1,5,2,0,0,40,40,1
33,3,3.4246e+05,8,12,1,12,2,5,2,0,0,56,40,0
21,3,38771,16,10,5,2,4,5,2,0,0,40,40,0
35,7,2.693e+05,10,13,5,9,2,3,1,0,0,60,40,0
43,5,1.1148e+05,16,10,3,13,1,5,2,7298,0,40,40,1
57,1,1.9911e+05,1,6,6,1,2,5,2,0,0,30,40,0
51,3,33863,13,14,3,11,1,5,2,0,0,45,40,0
29,5,1.3287e+05,12,9,3,4,1,5,2,0,0,40,40,0
51,3,2.7702e+05,12,9,6,12,2,3,2,0,0,40,40,0
35,5,1.1216e+05,12,9,3,13,1,5,2,0,0,40,40,0
18,5,7.0307e+05,2,7,5,13,4,5,2,0,0,20,40,0
58,5,1.2726e+05,1,6,3,4,1,5,2,0,0,50,40,0
57,6,2.572e+05,16,10,3,5,1,5,2,0,0,40,40,1
19,5,57206,12,9,5,13,4,5,1,0,0,20,40,0
37,5,2.0132e+05,16,10,6,9,5,5,1,0,0,40,40,0
38,5,1.1408e+05,12,9,3,13,1,5,2,0,0,44,40,0
45,5,2.3098e+05,16,10,4,2,2,5,1,0,0,40,40,0
27,5,2.9247e+05,16,10,3,11,1,2,2,0,0,40,2,1
64,1,2.8673e+05,6,4,7,1,2,5,1,0,0,40,40,0
38,3,1.3444e+05,16,10,3,12,1,5,2,0,0,72,40,0
30,5,1.724e+05,12,9,1,4,2,5,2,0,0,30,40,0
46,5,1.9136e+05,10,13,3,14,1,5,2,0,0,40,40,0
18,1,2.7929e+05,1,6,5,1,3,5,1,0,0,30,40,0
60,5,3.8925e+05,12,9,3,13,1,5,2,0,0,40,40,1
30,5,3.0387e+05,12,9,6,15,2,5,2,0,0,44,40,0
47,5,1.6411e+05,16,10,3,4,1,3,2,7688,0,40,40,1
39,5,1.115e+05,10,13,5,5,2,5,1,0,0,40,40,0
42,5,2.6608e+05,16,10,3,4,1,5,2,7298,0,45,40,1
27,5,61580,16,10,1,2,3,5,1,0,0,40,40,0
44,5,2.3135e+05,16,10,1,13,2,5,2,0,0,40,40,0
33,5,1.6475e+05,10,13,3,15,1,5,2,0,0,40,40,0
54,5,2.0534e+05,10,13,5,5,2,5,2,0,0,50,40,1
58,7,54566,16,10,3,6,1,5,2,0,0,35,40,0
45,5,34419,10,13,5,15,2,5,2,0,0,30,40,0
59,5,1.1644e+05,16,10,3,8,1,5,2,0,0,50,40,0
29,5,2.9074e+05,8,12,5,10,2,5,1,0,0,50,40,0
27,5,2.5558e+05,12,9,5,8,2,5,1,0,0,40,40,0
44,5,1.1252e+05,13,14,3,14,1,5,2,0,0,20,40,1
44,5,1.694e+05,12,9,3,4,1,5,2,0,0,40,40,1
33,5,1.7266e+05,16,10,3,5,1,5,2,0,0,70,40,1
27,5,3.2900e+05,12,9,5,4,4,5,2,0,0,40,40,0
33,5,1.2325e+05,10,13,3,5,1,5,2,0,0,55,40,1
55,5,81865,9,11,1,2,5,3,1,0,0,40,40,0
32,7,1.7331e+05,9,11,3,11,1,4,2,0,0,60,40,0
31,5,34572,9,11,3,7,1,5,2,0,0,45,40,0
57,6,1.5903e+05,15,15,3,11,1,5,2,99999,0,60,40,1
30,5,1.4918e+05,10,13,3,5,1,5,2,0,0,45,40,1
78,1,3.6313e+05,12,9,7,1,2,5,1,0,0,1,40,0
28,5,3.0871e+05,10,13,5,13,2,5,1,0,0,48,40,0
30,7,2.573e+05,16,10,5,13,3,2,2,0,2258,40,36,0
29,5,1.6848e+05,13,14,3,11,1,5,2,0,0,40,40,1
66,5,1.425e+05,12,9,5,9,3,3,1,0,0,3,40,0
60,5,3.3834e+05,12,9,3,4,1,5,2,0,0,45,40,1
31,5,1.7768e+05,10,13,3,11,1,5,2,0,0,40,40,0
26,5,2.6262e+05,12,9,5,4,3,5,2,2597,0,40,40,0
24,5,2.01e+05,12,9,5,7,4,5,2,0,0,45,40,0
29,5,1.7668e+05,10,13,5,13,2,5,2,0,0,50,40,1
44,5,3.7607e+05,12,9,3,14,1,5,2,0,0,45,40,1
34,3,1.7768e+05,10,13,3,5,1,5,2,0,0,55,40,1
59,5,3.4843e+05,10,13,3,11,1,5,2,0,1902,43,40,1
23,5,3.2045e+05,10,13,5,5,4,2,2,0,0,24,40,0
23,5,38151,2,7,5,9,3,5,2,0,0,40,31,0
55,3,1.2338e+05,9,11,6,11,5,3,1,0,0,35,40,0
39,6,1.5103e+05,12,9,3,5,1,5,2,0,0,40,40,1
39,5,4.8448e+05,2,7,5,4,2,3,2,0,0,40,40,0
57,5,3.2979e+05,6,4,1,15,5,5,2,0,0,75,40,0
35,5,1.489e+05,12,9,1,13,5,5,1,0,0,40,40,0
39,3,3.0161e+05,9,11,3,12,1,5,2,0,0,48,40,1
47,5,1.7632e+05,12,9,3,13,4,5,1,0,0,38,40,1
53,8,53197,11,16,3,2,1,5,2,0,0,50,40,1
23,5,2.9141e+05,16,10,5,13,4,3,2,0,0,25,40,0
35,5,2.0453e+05,13,14,5,4,2,5,2,0,0,50,40,1
44,5,4.7639e+05,16,10,1,6,2,5,1,0,0,40,40,0
28,5,2.2496e+05,12,9,5,9,4,5,1,0,0,25,40,0
26,5,3.0622e+05,10,13,5,5,2,2,1,0,0,40,32,0
23,5,2.9202e+05,12,9,5,5,2,5,2,0,0,45,40,0
32,5,94041,12,9,3,9,1,5,2,0,0,25,22,0
49,6,1.8756e+05,16,10,3,15,1,5,2,0,0,50,40,1
36,5,1.761e+05,16,10,5,4,4,5,2,2174,0,60,40,0
36,5,7.4910e+05,12,9,1,9,5,5,1,0,0,36,40,0
41,1,2.3002e+05,5,3,3,1,1,4,2,0,0,40,40,0
21,5,2.1607e+05,8,12,3,2,6,1,1,0,0,46,40,1
54,7,1.0501e+05,10,13,3,5,1,5,2,0,0,40,40,1
43,5,1.982e+05,16,10,4,9,2,3,1,0,0,40,40,0
35,3,2.1542e+05,16,10,1,2,5,5,1,0,0,40,40,0
31,5,1.2046e+05,16,10,3,6,1,5,2,0,0,50,40,1
46,5,1.9932e+05,16,10,3,4,3,2,2,0,0,40,20,0
46,5,1.4692e+05,12,9,6,13,2,5,1,0,0,40,40,0
56,5,1.7474e+05,12,9,3,9,1,5,2,0,0,40,40,0
45,1,1.8956e+05,13,14,3,1,6,5,1,0,0,1,40,0
21,5,2.4996e+05,12,9,5,2,4,5,2,0,0,40,40,0
51,5,1.4657e+05,13,14,3,5,1,5,2,0,0,50,40,1
47,8,1.5642e+05,16,10,1,11,5,5,2,0,0,20,40,0
42,5,2.3611e+05,5,3,4,4,2,5,2,0,0,40,34,0
19,5,63363,16,10,5,13,4,5,1,0,0,30,40,0
25,5,1.9011e+05,10,13,5,4,4,5,2,0,0,40,40,0
37,5,1.2657e+05,13,14,3,14,1,5,2,0,0,60,40,1
35,5,1.7676e+05,3,8,3,9,1,3,2,0,0,40,40,0
40,5,1.1516e+05,12,9,3,15,1,5,2,0,0,30,40,0
57,7,1.3889e+05,2,7,3,13,1,5,2,0,0,15,40,0
38,5,2.5686e+05,12,9,3,14,1,5,2,0,0,50,40,1
48,5,2.6508e+05,1,6,1,13,2,5,1,0,0,38,40,0
34,5,2.4995e+05,16,10,1,9,2,5,1,0,0,34,40,0
46,2,31141,16,10,1,15,2,5,2,0,0,40,40,0
30,5,1.6419e+05,12,9,5,2,2,5,2,0,0,38,1,0
45,8,67544,13,14,1,12,2,5,2,0,0,50,40,0
32,7,1.7479e+05,10,13,3,11,1,5,2,0,0,50,40,1
35,5,1.9975e+05,12,9,5,8,4,5,2,0,0,48,40,0
62,5,1.2225e+05,16,10,5,4,2,5,1,8614,0,39,40,1
56,1,1.8817e+05,12,9,3,1,1,5,2,0,0,40,40,0
50,5,96586,9,11,3,9,1,5,2,0,0,40,40,0
25,5,1.8959e+05,10,13,5,14,2,5,2,0,0,40,40,0
41,5,1.4059e+05,16,10,5,13,2,3,2,0,0,33,40,0
35,5,2.557e+05,12,9,5,9,4,5,1,0,0,27,40,0
33,5,2.6078e+05,16,10,3,4,1,5,2,0,0,41,40,1
38,5,1.6993e+05,8,12,3,5,6,5,1,0,1902,40,40,1
37,8,1.5132e+05,10,13,5,11,2,5,2,0,0,40,40,0
56,5,1.9287e+05,12,9,3,8,1,5,2,0,0,40,40,1
19,5,93604,6,4,5,4,4,5,2,0,1602,32,40,0
31,5,86958,7,5,3,5,6,5,1,0,0,40,40,0
53,3,2.2872e+05,12,9,1,4,2,4,2,0,0,40,1,1
33,5,1.9264e+05,12,9,6,7,5,5,2,0,0,35,34,0
72,5,2.8408e+05,4,2,1,9,2,3,2,0,0,40,40,0
54,5,43269,12,9,3,15,1,5,2,0,0,50,40,1
30,5,1.9004e+05,10,13,5,8,2,5,1,0,0,40,40,0
51,5,3.0611e+05,11,16,5,11,2,5,2,0,0,40,40,1
30,5,2.2015e+05,12,9,3,4,1,5,2,0,1848,50,40,1
30,5,3.8164e+05,10,13,5,11,2,5,2,0,0,50,40,0
32,5,2.1636e+05,16,10,3,12,1,3,2,0,0,16,40,0
30,5,2.1372e+05,16,10,5,13,2,5,2,0,0,50,40,1
35,5,1.1227e+05,13,14,3,2,1,5,2,0,0,40,40,0
40,5,2.0828e+05,16,10,1,2,4,5,1,0,0,44,40,1
38,8,3.5263e+05,10,13,1,11,2,5,1,0,0,40,40,0
19,5,1.2962e+05,1,6,5,9,3,5,1,0,0,30,40,0
32,5,2.4955e+05,16,10,5,11,2,5,2,0,0,44,40,0
49,5,1.7875e+05,13,14,4,2,5,5,1,0,0,40,40,0
76,1,1.7354e+05,10,13,3,1,1,5,2,0,0,10,40,0
60,5,1.6767e+05,10,13,3,11,1,5,2,0,0,35,40,0
60,5,81578,7,5,3,13,1,5,2,0,0,40,40,0
55,5,1.6066e+05,11,16,3,5,1,5,2,0,0,80,40,1
41,5,1.6332e+05,10,13,1,14,2,5,1,0,0,30,1,0
24,5,1.5219e+05,12,9,5,4,4,5,2,0,0,40,40,0
53,5,1.0618e+05,13,14,3,13,1,5,2,7298,0,60,40,1
69,8,1.5919e+05,16,10,7,2,2,5,1,0,810,38,40,0
71,1,2.5026e+05,16,10,3,1,1,5,2,3432,0,30,40,0
41,5,78410,12,9,3,2,6,5,1,0,0,40,40,1
32,5,1.3138e+05,12,9,5,9,4,5,1,0,0,40,40,0
45,5,1.6693e+05,2,7,3,4,1,5,2,0,0,40,40,0
59,5,3.8036e+05,10,13,1,5,2,5,2,0,0,40,40,0
31,5,79190,12,9,5,9,4,5,1,0,0,35,40,0
40,5,3.4216e+05,12,9,6,2,5,5,1,0,0,37,40,0
44,5,1.8262e+05,9,11,3,14,1,5,2,0,0,40,40,1
63,5,3.3947e+05,16,10,1,13,2,5,1,0,0,60,40,0
31,3,3.8115e+05,16,10,3,12,1,5,2,15024,0,56,40,1
51,5,3.0082e+05,10,13,5,2,5,5,2,0,0,20,40,0
51,5,2.4099e+05,2,7,3,8,1,2,2,0,0,40,31,0
23,5,1.4922e+05,12,9,5,13,2,5,2,0,0,40,40,0
49,5,1.6822e+05,6,4,3,8,1,5,2,0,0,48,40,0
56,5,2.8649e+05,12,9,3,4,1,5,2,2885,0,45,40,0
39,5,3.056e+05,12,9,3,4,1,5,2,0,0,40,40,1
39,7,1.0977e+05,15,15,3,11,1,5,2,15024,0,50,40,1
30,7,1.888e+05,12,9,1,9,5,5,1,0,0,40,40,0
43,7,2.4017e+05,10,13,3,5,1,5,2,0,0,50,12,0
31,5,4.5946e+05,16,10,5,4,2,5,2,0,0,50,40,0
44,3,1.6251e+05,13,14,3,11,1,5,2,0,0,35,40,0
43,7,1.4544e+05,15,15,3,11,1,5,2,0,0,30,40,1
37,2,1.2957e+05,11,16,3,11,1,5,2,0,0,72,1,1
41,5,27444,16,10,3,2,1,5,2,0,0,46,40,1
43,5,1.9526e+05,12,9,3,2,1,5,2,0,0,40,40,1
47,8,55272,16,10,3,4,1,5,2,0,0,40,40,1
38,7,1.6453e+05,15,15,5,11,2,5,2,0,2824,45,40,1
46,5,27802,9,11,3,8,1,5,2,0,0,40,40,0
19,8,1.6529e+05,16,10,5,9,4,5,1,0,0,40,40,0
19,5,2.7466e+05,5,3,5,9,2,5,2,0,0,50,14,0
24,5,3.1718e+05,10,13,3,13,1,5,2,0,0,45,40,1
39,6,1.6324e+05,16,10,3,6,1,5,2,0,0,65,40,0
37,5,1.7041e+05,9,11,1,8,2,5,1,0,0,30,40,0
28,1,55950,10,13,5,1,4,3,1,0,0,40,12,0
40,5,76625,12,9,1,4,5,5,2,0,0,40,40,0
27,5,3.6607e+05,8,12,5,13,4,5,1,0,0,40,40,0
22,5,3.4937e+05,12,9,5,2,3,5,1,0,0,40,40,0
21,5,2.8682e+05,16,10,5,7,4,5,2,0,0,12,40,0
32,5,3.7326e+05,12,9,3,5,6,5,1,0,0,40,40,0
20,5,1.6198e+05,12,9,6,8,4,5,2,0,0,40,40,0
45,5,5.4392e+05,13,14,1,15,2,5,2,14344,0,48,40,1
46,3,1.0909e+05,15,15,3,12,1,5,2,0,0,40,40,1
46,5,1.1015e+05,9,11,1,5,5,5,1,0,0,45,40,0
26,5,34110,16,10,5,12,2,5,2,0,0,44,40,0
47,7,1.1851e+05,10,13,3,5,4,5,2,0,0,60,40,0
22,5,1.1779e+05,16,10,5,11,4,5,1,0,0,10,40,0
34,7,3.5388e+05,12,9,3,5,1,5,2,0,0,60,40,0
49,5,2.0047e+05,4,2,3,4,1,5,2,0,0,40,33,0
20,5,2.5852e+05,16,10,5,7,4,5,2,0,0,25,40,0
28,5,1.9037e+05,12,9,3,8,1,5,2,0,0,45,40,0
30,5,1.747e+05,2,7,3,8,1,3,2,0,0,40,40,0
23,5,1.7941e+05,12,9,3,4,1,5,2,0,0,40,40,0
20,5,3.2953e+05,7,5,5,10,4,5,2,0,0,40,27,0
31,5,2.7382e+05,16,10,3,9,1,5,2,0,0,55,27,0
46,5,2.5652e+05,4,2,5,8,4,5,2,0,0,40,34,0
42,5,1.96e+05,12,9,6,2,5,5,1,0,0,40,40,0
60,7,2.8266e+05,6,4,3,4,1,5,2,0,0,40,40,0
30,5,72630,10,13,5,11,2,5,2,0,0,50,40,0
27,5,50295,16,10,3,15,1,5,2,0,0,48,40,0
20,5,2.0324e+05,7,5,5,13,4,5,1,0,0,32,40,0
56,7,1.7262e+05,10,13,3,11,1,5,2,7688,0,40,40,1
41,5,2.0217e+05,16,10,3,5,1,5,2,0,0,60,40,1
61,5,1.7684e+05,12,9,3,8,1,5,2,0,0,40,40,0
47,5,1.7614e+05,12,9,1,5,5,3,1,0,0,40,40,1
60,5,39952,7,5,3,8,1,5,2,2228,0,37,40,0
33,5,2.9246e+05,7,5,3,8,1,5,2,0,0,50,40,0
40,1,1.6128e+05,16,10,3,1,6,5,1,0,0,25,40,0
48,5,3.5532e+05,10,13,3,11,1,5,2,0,0,45,3,1
56,5,1.8246e+05,12,9,3,7,1,5,2,0,0,40,40,1
50,5,69345,9,11,3,15,1,5,2,3103,0,55,40,1
57,7,1.0206e+05,13,14,3,11,1,5,2,0,0,40,40,1
20,5,1.658e+05,16,10,5,2,4,4,1,0,0,40,40,0
46,5,3.1826e+05,9,11,1,14,3,5,1,0,0,36,40,0
21,5,1.1761e+05,16,10,5,11,2,5,1,0,0,40,40,0
37,5,1.7072e+05,12,9,3,5,1,5,2,0,0,40,40,0
42,5,4.133e+05,16,10,3,14,1,5,2,0,0,40,40,0
20,5,1.9046e+05,12,9,5,9,4,5,1,0,0,30,40,0
54,5,88278,11,16,3,11,1,5,2,0,1977,50,40,1
32,3,2.173e+05,12,9,3,15,6,5,1,4064,0,22,40,0
62,1,97231,16,10,3,1,6,5,1,0,0,1,40,0
50,5,1.2343e+05,16,10,3,4,1,5,2,0,0,40,40,1
49,2,4.2028e+05,16,10,5,2,5,3,1,0,0,40,40,0
48,5,4.9832e+05,8,12,3,15,1,5,2,0,0,50,40,0
24,5,2.4853e+05,16,10,5,13,3,3,1,0,0,40,40,0
46,5,1.3735e+05,13,14,3,14,1,2,2,0,0,40,31,1
42,5,2.7291e+05,12,9,1,9,2,5,1,0,0,40,40,0
52,6,2.0605e+05,16,10,3,4,1,5,2,0,0,40,40,0
58,3,92141,8,12,7,2,2,3,1,0,0,40,40,0
37,5,1.632e+05,16,10,1,14,2,1,1,0,0,40,40,0
34,5,1.9586e+05,12,9,3,4,1,5,2,0,0,40,40,0
26,5,1.1572e+05,16,10,3,2,1,5,2,0,2051,40,40,0
18,5,1.2003e+05,16,10,5,2,3,5,1,0,0,20,40,0
33,5,2.2176e+05,16,10,5,11,2,3,2,0,0,40,40,0
41,5,3.4216e+05,16,10,1,13,2,5,1,0,0,15,40,0
21,5,1.7636e+05,8,12,5,2,4,5,1,0,0,20,40,0
23,5,1.3324e+05,9,11,5,14,2,5,1,0,0,40,40,0
26,2,1.691e+05,16,10,5,14,4,5,1,0,0,40,40,0
33,5,1.5944e+05,10,13,3,9,6,5,1,0,0,40,40,0
24,5,1.7446e+05,16,10,5,5,4,5,1,0,0,45,40,0
43,5,3.6128e+05,1,6,3,4,1,2,2,0,0,42,4,0
52,8,4.4758e+05,12,9,1,2,2,5,1,0,0,40,10,0
27,1,3.09e+05,16,10,1,1,4,3,1,0,0,40,40,0
61,5,2.4845e+05,6,4,1,9,5,5,1,0,0,40,40,0
35,5,1.6114e+05,12,9,3,8,1,5,2,0,0,40,40,0
35,5,2.1246e+05,12,9,3,4,1,5,2,0,0,40,40,1
45,6,1.7087e+05,12,9,3,5,1,5,2,15024,0,55,40,1
43,3,2.3386e+05,12,9,3,5,1,5,2,0,0,40,40,1
51,5,1.6305e+05,12,9,3,12,1,5,2,0,0,40,40,1
35,5,3.4869e+05,10,13,3,15,1,5,2,0,0,40,40,0
47,2,34845,10,13,3,2,1,5,2,0,0,45,12,1
22,5,2.0686e+05,16,10,5,2,4,5,2,0,0,40,40,0
49,6,3.4923e+05,9,11,3,5,1,5,2,0,0,60,40,1
20,5,1.3084e+05,12,9,5,4,4,5,2,0,0,20,40,0
19,5,4.1535e+05,1,6,1,9,2,5,1,0,0,40,40,0
27,5,1.3219e+05,12,9,5,4,2,5,2,0,0,40,40,0
42,5,2.0247e+05,8,12,1,11,5,5,1,0,0,45,40,0
27,1,2.2442e+05,16,10,1,1,4,5,2,0,0,40,40,0
23,7,2.368e+05,16,10,5,6,4,5,2,0,0,35,40,0
20,5,1.0766e+05,16,10,5,14,2,5,1,0,0,10,40,0
47,5,1.0277e+05,12,9,3,15,1,5,2,0,0,50,40,0
17,5,2.214e+05,3,8,5,9,4,3,2,0,0,18,40,0
76,1,2.1157e+05,1,6,3,1,1,5,2,0,0,1,40,0
39,5,52645,16,10,1,13,5,5,1,0,0,40,40,0
25,5,2.7631e+05,7,5,3,8,1,5,2,0,0,40,27,0
31,5,1.3461e+05,9,11,3,5,6,3,1,0,0,43,40,0
44,5,2.1548e+05,12,9,1,15,2,3,2,0,0,20,15,0
53,5,2.6653e+05,9,11,3,5,1,5,2,0,0,40,40,1
34,5,2.6581e+05,16,10,6,4,2,5,2,0,0,45,40,0
45,7,67716,16,10,3,5,1,5,2,0,0,60,40,0
34,5,1.7895e+05,12,9,3,13,1,5,2,0,0,45,40,0
35,5,2.4113e+05,13,14,3,13,1,5,2,0,0,40,40,1
36,5,1.7654e+05,16,10,5,9,2,5,2,0,0,48,40,0
45,5,1.6918e+05,16,10,7,9,5,5,1,0,0,45,40,0
37,7,2.8246e+05,16,10,3,5,1,5,2,0,0,60,40,0
53,5,1.5707e+05,8,12,3,8,1,5,2,0,0,40,40,1
35,5,99357,13,14,3,11,6,5,1,15024,0,50,40,1
38,7,4.1499e+05,12,9,3,8,1,5,2,0,0,70,1,0
65,6,3.3832e+05,16,10,3,13,1,5,2,0,0,40,40,0
49,7,59612,1,6,1,6,5,5,2,0,0,70,40,0
24,5,2.2043e+05,12,9,5,7,2,5,2,0,0,40,40,0
54,5,1.1591e+05,16,10,3,4,1,5,2,0,0,40,40,0
17,5,27032,1,6,5,13,4,5,1,0,0,12,40,0
19,5,1.7072e+05,3,8,5,9,4,5,2,0,0,16,40,0
60,5,1.8316e+05,12,9,7,8,2,5,1,0,0,40,40,0
46,5,1.9236e+05,10,13,3,5,1,5,2,0,0,35,40,1
78,1,1.6569e+05,13,14,7,1,2,5,1,0,0,15,40,0
26,5,1.2855e+05,16,10,5,5,4,3,1,0,0,40,40,0
58,5,2.0942e+05,4,2,3,9,1,5,2,0,0,38,6,0
37,7,1.2151e+05,12,9,1,5,5,5,2,0,0,55,40,0
41,5,93793,13,14,3,11,1,5,2,0,0,38,40,1
30,5,1.336e+05,10,13,1,5,2,5,2,0,0,40,40,0
19,5,3.9133e+05,16,10,5,2,2,5,1,0,0,30,40,0
48,5,96359,10,13,3,5,1,5,2,0,0,60,13,1
22,5,2.0389e+05,16,10,5,15,2,5,1,0,0,24,40,0
50,5,1.9619e+05,13,14,4,11,3,5,2,0,0,60,1,0
25,5,1.9599e+05,4,2,5,10,2,5,1,0,0,40,14,0
18,5,50879,1,6,5,9,4,5,2,0,0,6,40,0
21,5,1.8685e+05,12,9,5,7,4,5,2,0,0,40,40,0
47,5,2.0113e+05,16,10,3,15,1,5,2,0,0,50,40,0
33,5,1.11e+05,12,9,5,9,3,1,1,0,0,36,40,0
39,5,1.9047e+05,12,9,1,4,4,5,2,2174,0,40,40,0
67,7,1.7394e+05,10,13,3,5,1,5,2,0,0,8,40,1
19,5,1.6714e+05,16,10,5,9,4,5,2,0,1602,24,40,0
18,5,1.1023e+05,1,6,5,9,4,5,2,0,0,11,40,0
36,5,2.8766e+05,12,9,5,2,4,3,2,0,0,40,40,0
23,5,2.2495e+05,16,10,5,8,4,5,2,0,0,25,40,0
25,1,3.9482e+05,16,10,6,1,5,5,1,0,0,20,40,0
40,5,37618,16,10,3,4,1,5,2,0,0,40,1,0
73,7,29306,12,9,3,6,1,5,2,0,0,40,40,0
35,5,37314,16,10,3,4,1,5,2,5013,0,40,40,0
31,5,4.2075e+05,8,12,3,4,1,5,2,0,0,40,40,1
20,5,4.8273e+05,1,6,5,8,2,5,2,0,0,40,40,0
20,5,2.0622e+05,12,9,5,2,4,5,1,0,0,40,40,0
27,5,1.0136e+05,12,9,3,7,1,5,2,0,0,40,27,0
66,6,1.8537e+05,1,6,3,13,1,5,2,0,0,30,40,0
66,5,2.1686e+05,13,14,3,13,1,5,2,0,0,50,40,0
64,5,2.5602e+05,13,14,5,11,2,5,1,0,0,35,40,0
48,5,3.4814e+05,16,10,1,15,2,5,2,3325,0,53,40,0
24,5,1.9029e+05,10,13,5,11,2,5,1,0,0,40,40,0
51,7,25932,12,9,3,6,1,5,2,0,0,60,40,0
25,5,1.7673e+05,10,13,3,4,1,5,2,0,0,60,40,1
33,5,1.6696e+05,2,7,6,13,4,5,1,0,0,20,40,0
50,5,86373,12,9,3,8,1,5,2,0,0,50,40,0
51,5,3.2051e+05,6,4,4,4,2,3,2,0,0,50,7,0
34,8,1.9029e+05,10,13,3,11,1,5,2,0,0,38,40,1
41,3,1.1189e+05,6,4,5,9,5,3,1,0,0,40,40,0
30,7,45796,16,10,3,8,1,5,2,0,0,40,40,0
59,5,1.085e+05,16,10,1,4,2,5,2,2907,0,40,40,0
41,7,1.2054e+05,16,10,3,8,1,5,2,3103,0,40,40,1
36,7,1.6453e+05,13,14,5,13,2,5,2,10520,0,45,40,1
37,5,3.2316e+05,4,2,3,6,1,5,2,0,0,85,27,0
28,5,65389,12,9,5,9,2,1,2,0,0,30,40,0
19,5,4.1487e+05,12,9,5,4,4,5,2,0,0,40,40,0
28,5,1.6161e+05,16,10,3,15,1,5,2,0,0,45,40,0
62,5,2.2495e+05,1,6,3,8,1,3,2,0,0,40,40,0
36,5,2.6138e+05,13,14,3,13,1,5,2,15024,0,45,40,1
58,7,2.3182e+05,1,6,5,4,2,5,2,0,0,40,13,0
42,6,1.8402e+05,12,9,1,13,5,5,2,1151,0,50,40,0
43,6,1.3306e+05,12,9,3,4,1,5,2,0,0,40,40,0
29,5,35032,12,9,3,4,1,5,2,0,0,40,40,0
32,8,3.0421e+05,12,9,5,5,2,5,2,0,0,50,40,0
64,3,50442,7,5,5,2,3,5,2,0,0,40,40,0
39,5,1.4609e+05,10,13,3,11,6,5,1,0,0,20,40,1
26,5,2.6743e+05,10,13,5,13,4,3,1,0,0,20,40,0
19,5,1.2124e+05,12,9,5,9,2,5,2,0,0,30,40,0
21,5,1.9257e+05,12,9,5,2,4,5,1,0,0,45,40,0
32,5,2.1103e+05,16,10,5,2,2,5,1,0,0,40,40,0
30,3,3.4612e+05,8,12,3,12,1,5,2,5013,0,45,40,0
26,5,2.022e+05,10,13,5,2,3,5,1,0,0,50,40,0
20,5,1.593e+05,16,10,5,2,4,2,1,0,0,15,40,0
19,5,3.1016e+05,16,10,5,15,4,5,2,0,0,30,40,0
33,2,1.9325e+05,10,13,3,2,1,5,2,0,0,42,40,1
23,5,2.0009e+05,16,10,3,4,3,5,2,0,0,40,9,0
29,5,38353,12,9,3,4,1,5,2,0,0,45,40,0
42,5,76280,12,9,3,5,6,5,1,0,0,40,40,0
30,7,2.4366e+05,12,9,3,13,1,5,2,0,0,50,40,0
63,5,68872,12,9,3,15,6,2,1,0,0,20,40,0
34,5,1.036e+05,12,9,3,7,1,5,2,0,0,40,40,0
60,7,88055,16,10,3,4,1,5,2,0,0,24,40,0
48,5,1.862e+05,12,9,3,9,1,5,2,0,0,50,40,0
25,5,2.5791e+05,10,13,5,5,2,5,2,0,0,50,40,0
27,5,2.0023e+05,9,11,3,2,6,3,1,0,0,40,40,0
55,7,1.2498e+05,12,9,1,4,5,5,2,27828,0,55,40,1
32,5,2.2767e+05,16,10,5,8,4,3,1,0,0,40,40,0
22,5,1.1721e+05,16,10,5,2,4,5,2,0,0,25,13,0
25,5,76144,12,9,5,5,2,5,2,0,0,50,40,0
